id,date,user,department,software,seats,amount
3134,09-08-2022 08:52:06,Priya Koothrappali,Sales,Slack,1,10.0
3135,11-10-2022 13:00:40,Dr. V.M. Koothrappali,Marketting,Circleci,3,27.0
3136,05-01-2023 11:03:27,Leonard Hofstadter,Tech,Circleci,4,36.0
3137,21-10-2022 21:28:15,Bert Kibbler,Customer Success,Zoho Crm,1,18.0
3138,01-01-2023 18:40:59,Barry Kripke,Customer Success,Sentry,1,5.0
3139,07-09-2022 02:46:14,Emily Sweeney,HR,Notion,4,28.0
3140,11-04-2023 11:03:59,Denise,HR,Zoho Crm,1,18.0
3141,26-12-2022 12:19:55,Dr. V.M. Koothrappali,Marketting,Height,5,15.0
3142,17-02-2023 06:37:04,Barry Kripke,Customer Success,Height,1,3.0
3143,05-10-2022 07:45:09,Bert Kibbler,Customer Success,Notion,3,21.0
3144,12-12-2022 11:38:06,Leonard Hofstadter,Tech,Circleci,2,18.0
3145,23-06-2022 16:30:55,Wil Wheaton,Marketting,Apple,4,80.0
3146,21-04-2023 08:29:47,Emily Sweeney,HR,Sentry,1,5.0
3147,03-11-2022 01:39:37,Denise,HR,Slack,2,20.0
3148,22-01-2023 13:32:33,Bert Kibbler,Customer Success,Fullstory,5,55.0
3149,24-12-2022 04:27:16,Bert Kibbler,Customer Success,Circleci,4,36.0
3150,02-11-2022 20:28:58,Leslie Winkle,Tech,Height,1,3.0
3151,09-03-2023 23:17:54,Leonard Hofstadter,Tech,Appolo,1,17.0
3152,05-10-2022 09:17:13,Dr. V.M. Koothrappali,Marketting,Outplay,4,48.0
3153,15-03-2023 16:41:58,Emily Sweeney,HR,Discord,3,3.0
3154,03-03-2023 03:52:45,Bert Kibbler,Customer Success,Apple,3,60.0
3155,28-02-2023 19:07:27,Priya Koothrappali,Sales,Discord,4,4.0
3156,26-10-2022 12:23:09,Sheldon Cooper,Tech,Appolo,4,68.0
3157,26-03-2023 05:52:05,Amy Farrah Fowler,Tech,Discord,4,4.0
3158,16-12-2022 16:02:19,Emily Sweeney,HR,Appolo,5,85.0
3159,01-09-2022 08:19:23,Rostenkowski,Tech,Zapier,3,12.0
3160,12-08-2022 23:19:38,Dr. V.M. Koothrappali,Marketting,Zoho Crm,1,18.0
3161,16-05-2022 23:59:12,Leonard Hofstadter,Tech,Sentry,2,10.0
3162,28-06-2022 07:52:48,Emily Sweeney,HR,Zoho Crm,3,54.0
3163,13-07-2022 20:02:59,Barry Kripke,Customer Success,Teams,4,20.0
3164,03-01-2023 14:46:42,Sheldon Cooper,Tech,Zoho Crm,4,72.0
3165,01-09-2022 20:15:08,Wil Wheaton,Marketting,Height,4,12.0
3166,07-01-2023 05:09:25,Bert Kibbler,Customer Success,Notion,4,28.0
3167,04-08-2022 08:26:38,Denise,HR,Notion,3,21.0
3168,27-01-2023 14:53:21,Denise,HR,Figma,1,14.0
3169,05-05-2023 18:25:13,Leonard Hofstadter,Tech,Outplay,3,36.0
3170,21-04-2023 15:32:50,Dr. V.M. Koothrappali,Marketting,Zoho Crm,5,90.0
3171,23-06-2022 02:47:14,Emily Sweeney,HR,Circleci,1,9.0
3172,18-03-2023 11:51:13,Leslie Winkle,Tech,Figma,5,70.0
3173,24-11-2022 22:29:51,Leslie Winkle,Tech,Zoho Crm,4,72.0
3174,21-07-2022 23:53:06,Bert Kibbler,Customer Success,Zapier,1,4.0
3175,14-07-2022 12:45:29,Wil Wheaton,Marketting,Fullstory,4,44.0
3176,03-07-2022 02:06:42,Bert Kibbler,Customer Success,Github,1,4.0
3177,27-05-2022 07:54:38,Sheldon Cooper,Tech,Zoho Crm,2,36.0
3178,30-01-2023 16:37:29,Barry Kripke,Customer Success,Circleci,1,9.0
3179,02-08-2022 07:53:51,Priya Koothrappali,Sales,Height,1,3.0
3180,01-08-2022 18:51:59,Wil Wheaton,Marketting,Sentry,1,5.0
3181,27-06-2022 08:40:19,Wil Wheaton,Marketting,Discord,4,4.0
3182,25-03-2023 07:18:26,Sheldon Cooper,Tech,Google,1,2.0
3183,21-02-2023 12:33:06,Priya Koothrappali,Sales,Notion,3,21.0
3184,29-08-2022 08:35:52,Bert Kibbler,Customer Success,Zapier,2,8.0
3185,04-01-2023 07:52:35,Priya Koothrappali,Sales,Notion,1,7.0
3186,17-08-2022 06:07:34,Dr. V.M. Koothrappali,Marketting,Google,4,8.0
3187,25-05-2022 14:46:48,Barry Kripke,Customer Success,Google,1,2.0
3188,10-01-2023 15:11:12,Barry Kripke,Customer Success,Zapier,3,12.0
3189,02-12-2022 01:03:15,Dr. Beverly Hofstadter,Sales,Google,3,6.0
3190,03-11-2022 11:42:51,Sheldon Cooper,Tech,Figma,4,56.0
3191,31-01-2023 04:29:32,Wil Wheaton,Marketting,Slack,5,50.0
3192,24-07-2022 20:21:30,Dr. V.M. Koothrappali,Marketting,Figma,3,42.0
3193,09-04-2023 08:45:57,Wil Wheaton,Marketting,Sentry,2,10.0
3194,27-04-2023 09:09:54,Dr. Beverly Hofstadter,Sales,Figma,1,14.0
3195,09-04-2023 21:21:58,Sheldon Cooper,Tech,Height,3,9.0
3196,22-07-2022 21:10:19,Leslie Winkle,Tech,Fullstory,4,44.0
3197,08-08-2022 05:22:03,Leonard Hofstadter,Tech,Google,1,2.0
3198,21-04-2023 21:02:44,Bert Kibbler,Customer Success,Teams,3,15.0
3199,22-09-2022 19:05:56,Dr. Beverly Hofstadter,Sales,Appolo,5,85.0
3200,20-09-2022 18:37:34,Rostenkowski,Tech,Circleci,3,27.0
3201,10-08-2022 13:28:38,Rostenkowski,Tech,Github,2,8.0
3202,15-09-2022 13:22:58,Priya Koothrappali,Sales,Figma,3,42.0
3203,12-08-2022 15:32:16,Dr. V.M. Koothrappali,Marketting,Appolo,5,85.0
3204,22-01-2023 15:12:34,Amy Farrah Fowler,Tech,Github,3,12.0
3205,16-02-2023 18:42:39,Leonard Hofstadter,Tech,Teams,3,15.0
3206,13-11-2022 01:27:02,Leonard Hofstadter,Tech,Appolo,1,17.0
3207,22-02-2023 03:15:17,Leslie Winkle,Tech,Fullstory,2,22.0
3208,15-02-2023 06:28:08,Dr. V.M. Koothrappali,Marketting,Github,1,4.0
3209,15-05-2022 07:36:30,Dr. V.M. Koothrappali,Marketting,Google,4,8.0
3210,26-06-2022 16:14:04,Barry Kripke,Customer Success,Teams,2,10.0
3211,12-03-2023 23:33:56,Rostenkowski,Tech,Sentry,1,5.0
3212,27-02-2023 16:23:20,Leslie Winkle,Tech,Notion,3,21.0
3213,28-05-2022 07:58:43,Rostenkowski,Tech,Github,2,8.0
3214,22-12-2022 13:29:52,Amy Farrah Fowler,Tech,Sentry,3,15.0
3215,09-09-2022 10:50:33,Barry Kripke,Customer Success,Circleci,2,18.0
3216,09-11-2022 06:46:31,Wil Wheaton,Marketting,Teams,4,20.0
3217,26-05-2022 22:08:37,Denise,HR,Discord,3,3.0
3218,08-10-2022 01:20:54,Emily Sweeney,HR,Zoho Crm,3,54.0
3219,10-08-2022 05:15:09,Bert Kibbler,Customer Success,Notion,3,21.0
3220,07-01-2023 12:13:01,Priya Koothrappali,Sales,Apple,2,40.0
3221,05-01-2023 01:58:59,Rostenkowski,Tech,Figma,4,56.0
3222,10-01-2023 19:10:02,Dr. Beverly Hofstadter,Sales,Outplay,5,60.0
3223,26-12-2022 19:20:49,Dr. Beverly Hofstadter,Sales,Circleci,1,9.0
3224,16-06-2022 07:15:17,Wil Wheaton,Marketting,Discord,3,3.0
3225,24-09-2022 03:19:46,Leslie Winkle,Tech,Notion,5,35.0
3226,08-05-2023 01:44:41,Denise,HR,Outplay,3,36.0
3227,15-12-2022 10:02:21,Bert Kibbler,Customer Success,Zoho Crm,2,36.0
3228,13-06-2022 12:32:01,Priya Koothrappali,Sales,Sentry,5,25.0
3229,06-11-2022 04:51:59,Barry Kripke,Customer Success,Apple,4,80.0
3230,27-01-2023 02:14:02,Emily Sweeney,HR,Notion,5,35.0
3231,01-03-2023 04:41:09,Dr. Beverly Hofstadter,Sales,Apple,1,20.0
3232,05-09-2022 02:43:43,Sheldon Cooper,Tech,Fullstory,4,44.0
3233,03-05-2023 00:50:48,Dr. Beverly Hofstadter,Sales,Slack,4,40.0
3234,16-10-2022 21:53:29,Bert Kibbler,Customer Success,Notion,4,28.0
3235,04-06-2022 21:13:31,Leonard Hofstadter,Tech,Google,1,2.0
3236,02-08-2022 19:27:37,Leonard Hofstadter,Tech,Google,5,10.0
3237,16-11-2022 15:16:18,Sheldon Cooper,Tech,Notion,2,14.0
3238,11-06-2022 23:27:19,Barry Kripke,Customer Success,Circleci,2,18.0
3239,03-07-2022 05:50:29,Denise,HR,Github,5,20.0
3240,25-01-2023 05:32:46,Bert Kibbler,Customer Success,Slack,3,30.0
3241,22-08-2022 06:21:08,Leslie Winkle,Tech,Sentry,1,5.0
3242,07-03-2023 02:28:07,Wil Wheaton,Marketting,Height,3,9.0
3243,10-03-2023 00:22:07,Dr. V.M. Koothrappali,Marketting,Google,1,2.0
3244,17-05-2022 02:49:49,Sheldon Cooper,Tech,Google,4,8.0
3245,27-07-2022 18:54:19,Leonard Hofstadter,Tech,Circleci,5,45.0
3246,14-04-2023 22:36:38,Wil Wheaton,Marketting,Figma,2,28.0
3247,05-09-2022 13:00:29,Sheldon Cooper,Tech,Zoho Crm,4,72.0
3248,17-12-2022 12:08:20,Leslie Winkle,Tech,Zapier,4,16.0
3249,19-12-2022 12:19:07,Bert Kibbler,Customer Success,Appolo,3,51.0
3250,23-08-2022 22:27:16,Priya Koothrappali,Sales,Apple,2,40.0
3251,31-08-2022 12:03:27,Rostenkowski,Tech,Google,3,6.0
3252,31-07-2022 15:45:01,Sheldon Cooper,Tech,Appolo,3,51.0
3253,12-11-2022 12:03:43,Leonard Hofstadter,Tech,Appolo,1,17.0
3254,28-11-2022 19:10:39,Leslie Winkle,Tech,Figma,4,56.0
3255,31-05-2022 00:48:10,Dr. V.M. Koothrappali,Marketting,Notion,5,35.0
3256,02-10-2022 08:58:07,Leonard Hofstadter,Tech,Appolo,3,51.0
3257,15-07-2022 16:07:09,Dr. Beverly Hofstadter,Sales,Apple,1,20.0
3258,25-07-2022 09:27:25,Denise,HR,Google,1,2.0
3259,27-05-2022 01:29:19,Rostenkowski,Tech,Sentry,5,25.0
3260,05-04-2023 08:41:37,Leslie Winkle,Tech,Discord,1,1.0
3261,26-09-2022 12:31:37,Bert Kibbler,Customer Success,Outplay,2,24.0
3262,23-07-2022 04:49:34,Wil Wheaton,Marketting,Sentry,1,5.0
3263,25-11-2022 14:17:47,Rostenkowski,Tech,Apple,4,80.0
3264,28-03-2023 01:38:39,Barry Kripke,Customer Success,Height,2,6.0
3265,03-12-2022 18:38:19,Emily Sweeney,HR,Notion,4,28.0
3266,16-04-2023 16:46:30,Denise,HR,Google,3,6.0
3267,01-10-2022 12:35:04,Emily Sweeney,HR,Notion,5,35.0
3268,21-02-2023 12:49:46,Dr. Beverly Hofstadter,Sales,Fullstory,3,33.0
3269,09-01-2023 23:33:51,Dr. V.M. Koothrappali,Marketting,Google,1,2.0
3270,04-11-2022 09:28:15,Emily Sweeney,HR,Zapier,4,16.0
3271,03-05-2023 23:07:57,Bert Kibbler,Customer Success,Apple,2,40.0
3272,08-08-2022 15:15:38,Sheldon Cooper,Tech,Teams,5,25.0
3273,13-06-2022 21:42:55,Rostenkowski,Tech,Notion,4,28.0
3274,27-08-2022 23:02:26,Denise,HR,Circleci,1,9.0
3275,30-07-2022 21:12:21,Bert Kibbler,Customer Success,Sentry,2,10.0
3276,27-11-2022 02:22:00,Sheldon Cooper,Tech,Apple,4,80.0
3277,19-01-2023 15:06:03,Sheldon Cooper,Tech,Github,4,16.0
3278,11-01-2023 05:17:20,Leonard Hofstadter,Tech,Notion,3,21.0
3279,12-08-2022 05:58:23,Dr. V.M. Koothrappali,Marketting,Discord,1,1.0
3280,27-02-2023 17:42:15,Bert Kibbler,Customer Success,Teams,3,15.0
3281,25-12-2022 16:44:14,Barry Kripke,Customer Success,Slack,5,50.0
3282,01-04-2023 00:23:54,Leslie Winkle,Tech,Github,1,4.0
3283,20-09-2022 13:56:59,Sheldon Cooper,Tech,Slack,3,30.0
3284,12-05-2022 14:58:28,Leonard Hofstadter,Tech,Figma,3,42.0
3285,11-06-2022 01:35:18,Sheldon Cooper,Tech,Fullstory,4,44.0
3286,26-05-2022 09:56:06,Barry Kripke,Customer Success,Apple,5,100.0
3287,03-04-2023 17:43:55,Rostenkowski,Tech,Teams,2,10.0
3288,23-07-2022 14:08:34,Dr. Beverly Hofstadter,Sales,Github,5,20.0
3289,04-07-2022 06:20:05,Priya Koothrappali,Sales,Google,3,6.0
3290,09-09-2022 20:12:32,Barry Kripke,Customer Success,Zapier,3,12.0
3291,19-10-2022 20:23:51,Amy Farrah Fowler,Tech,Slack,2,20.0
3292,25-04-2023 15:07:56,Dr. Beverly Hofstadter,Sales,Appolo,1,17.0
3293,06-05-2023 00:36:22,Bert Kibbler,Customer Success,Apple,5,100.0
3294,08-04-2023 08:36:13,Rostenkowski,Tech,Github,4,16.0
3295,12-01-2023 13:54:52,Barry Kripke,Customer Success,Figma,2,28.0
3296,09-03-2023 19:31:52,Emily Sweeney,HR,Appolo,4,68.0
3297,14-10-2022 21:54:15,Leonard Hofstadter,Tech,Zoho Crm,3,54.0
3298,26-12-2022 18:42:01,Wil Wheaton,Marketting,Fullstory,1,11.0
3299,05-07-2022 00:22:04,Wil Wheaton,Marketting,Teams,2,10.0
3300,04-01-2023 09:40:44,Denise,HR,Notion,2,14.0
3301,16-07-2022 13:34:33,Priya Koothrappali,Sales,Outplay,4,48.0
3302,10-01-2023 12:07:53,Sheldon Cooper,Tech,Apple,1,20.0
3303,11-05-2022 00:20:50,Leslie Winkle,Tech,Fullstory,4,44.0
3304,18-10-2022 15:43:39,Barry Kripke,Customer Success,Google,4,8.0
3305,28-07-2022 19:55:47,Leslie Winkle,Tech,Fullstory,3,33.0
3306,16-04-2023 00:33:40,Denise,HR,Circleci,1,9.0
3307,28-06-2022 22:51:02,Wil Wheaton,Marketting,Zapier,3,12.0
3308,07-01-2023 02:57:50,Wil Wheaton,Marketting,Apple,5,100.0
3309,20-06-2022 23:07:06,Priya Koothrappali,Sales,Discord,3,3.0
3310,21-10-2022 07:00:14,Rostenkowski,Tech,Google,5,10.0
3311,07-03-2023 15:11:56,Wil Wheaton,Marketting,Fullstory,3,33.0
3312,30-12-2022 07:00:16,Amy Farrah Fowler,Tech,Google,2,4.0
3313,08-11-2022 18:56:37,Wil Wheaton,Marketting,Zapier,4,16.0
3314,09-11-2022 05:27:55,Emily Sweeney,HR,Circleci,3,27.0
3315,10-11-2022 12:04:19,Amy Farrah Fowler,Tech,Notion,4,28.0
3316,04-08-2022 15:53:56,Dr. Beverly Hofstadter,Sales,Slack,4,40.0
3317,31-10-2022 10:17:11,Denise,HR,Zoho Crm,5,90.0
3318,27-01-2023 12:34:48,Denise,HR,Slack,1,10.0
3319,05-12-2022 07:28:08,Denise,HR,Notion,4,28.0
3320,25-05-2022 20:17:38,Sheldon Cooper,Tech,Zoho Crm,2,36.0
3321,02-12-2022 09:53:12,Emily Sweeney,HR,Notion,4,28.0
3322,17-09-2022 05:15:12,Wil Wheaton,Marketting,Fullstory,4,44.0
3323,15-06-2022 09:34:28,Leonard Hofstadter,Tech,Apple,4,80.0
3324,25-07-2022 05:39:23,Leslie Winkle,Tech,Outplay,1,12.0
3325,09-08-2022 18:30:29,Dr. V.M. Koothrappali,Marketting,Fullstory,3,33.0
3326,06-07-2022 15:01:15,Barry Kripke,Customer Success,Zapier,5,20.0
3327,01-11-2022 18:28:40,Dr. V.M. Koothrappali,Marketting,Figma,2,28.0
3328,23-11-2022 00:36:19,Leslie Winkle,Tech,Apple,2,40.0
3329,09-06-2022 17:09:43,Barry Kripke,Customer Success,Outplay,1,12.0
3330,11-05-2022 22:49:55,Priya Koothrappali,Sales,Teams,4,20.0
3331,26-02-2023 13:21:26,Bert Kibbler,Customer Success,Teams,5,25.0
3332,26-10-2022 20:21:32,Amy Farrah Fowler,Tech,Teams,4,20.0
3333,18-04-2023 22:30:47,Leonard Hofstadter,Tech,Google,5,10.0
3334,02-03-2023 17:51:53,Rostenkowski,Tech,Circleci,1,9.0
3335,08-03-2023 16:34:34,Dr. Beverly Hofstadter,Sales,Figma,1,14.0
3336,10-06-2022 08:16:40,Barry Kripke,Customer Success,Notion,5,35.0
3337,09-09-2022 03:51:10,Barry Kripke,Customer Success,Zapier,1,4.0
3338,06-08-2022 11:30:09,Amy Farrah Fowler,Tech,Appolo,3,51.0
3339,19-07-2022 05:50:16,Leslie Winkle,Tech,Slack,3,30.0
3340,03-05-2023 08:11:49,Leonard Hofstadter,Tech,Height,1,3.0
3341,17-11-2022 07:36:56,Barry Kripke,Customer Success,Figma,2,28.0
3342,24-02-2023 11:10:10,Dr. V.M. Koothrappali,Marketting,Circleci,4,36.0
3343,06-01-2023 20:24:16,Barry Kripke,Customer Success,Height,3,9.0
3344,16-12-2022 07:28:03,Leslie Winkle,Tech,Notion,5,35.0
3345,07-02-2023 14:36:23,Priya Koothrappali,Sales,Height,3,9.0
3346,28-05-2022 01:48:22,Amy Farrah Fowler,Tech,Fullstory,3,33.0
3347,22-05-2022 21:03:28,Leslie Winkle,Tech,Appolo,1,17.0
3348,18-03-2023 17:27:05,Bert Kibbler,Customer Success,Notion,4,28.0
3349,07-05-2023 09:55:48,Denise,HR,Height,5,15.0
3350,24-05-2022 10:08:51,Leslie Winkle,Tech,Github,3,12.0
3351,08-03-2023 04:39:49,Wil Wheaton,Marketting,Discord,3,3.0
3352,09-01-2023 06:38:24,Dr. Beverly Hofstadter,Sales,Sentry,5,25.0
3353,28-09-2022 13:51:04,Rostenkowski,Tech,Circleci,2,18.0
3354,04-09-2022 13:52:39,Leonard Hofstadter,Tech,Circleci,2,18.0
3355,24-04-2023 02:43:46,Emily Sweeney,HR,Outplay,5,60.0
3356,27-09-2022 04:29:44,Wil Wheaton,Marketting,Notion,5,35.0
3357,15-09-2022 11:40:13,Denise,HR,Fullstory,4,44.0
3358,16-03-2023 07:31:37,Emily Sweeney,HR,Zapier,5,20.0
3359,15-10-2022 08:54:18,Barry Kripke,Customer Success,Outplay,2,24.0
3360,15-06-2022 19:45:34,Priya Koothrappali,Sales,Teams,3,15.0
3361,01-05-2023 03:53:09,Barry Kripke,Customer Success,Discord,4,4.0
3362,30-05-2022 02:07:13,Priya Koothrappali,Sales,Notion,1,7.0
3363,21-04-2023 12:03:48,Dr. Beverly Hofstadter,Sales,Discord,1,1.0
3364,04-09-2022 12:06:35,Wil Wheaton,Marketting,Sentry,2,10.0
3365,15-01-2023 04:53:58,Denise,HR,Fullstory,4,44.0
3366,01-01-2023 19:38:07,Denise,HR,Discord,3,3.0
3367,19-03-2023 19:03:55,Priya Koothrappali,Sales,Appolo,3,51.0
3368,29-11-2022 10:23:58,Leonard Hofstadter,Tech,Figma,5,70.0
3369,21-05-2022 13:23:37,Barry Kripke,Customer Success,Figma,4,56.0
3370,20-11-2022 17:53:56,Dr. V.M. Koothrappali,Marketting,Discord,2,2.0
3371,13-01-2023 06:37:11,Dr. V.M. Koothrappali,Marketting,Outplay,4,48.0
3372,11-10-2022 18:10:28,Bert Kibbler,Customer Success,Fullstory,4,44.0
3373,11-06-2022 14:42:38,Amy Farrah Fowler,Tech,Google,3,6.0
3374,14-11-2022 09:05:56,Barry Kripke,Customer Success,Outplay,4,48.0
3375,20-08-2022 21:05:15,Wil Wheaton,Marketting,Teams,2,10.0
3376,22-01-2023 14:11:33,Emily Sweeney,HR,Fullstory,2,22.0
3377,15-02-2023 02:57:09,Priya Koothrappali,Sales,Fullstory,2,22.0
3378,18-08-2022 20:14:32,Dr. Beverly Hofstadter,Sales,Figma,1,14.0
3379,16-04-2023 10:53:35,Rostenkowski,Tech,Sentry,4,20.0
3380,13-09-2022 14:12:10,Dr. V.M. Koothrappali,Marketting,Apple,1,20.0
3381,05-02-2023 09:17:11,Leonard Hofstadter,Tech,Slack,3,30.0
3382,27-11-2022 06:39:59,Leslie Winkle,Tech,Appolo,3,51.0
3383,12-09-2022 05:44:57,Priya Koothrappali,Sales,Notion,3,21.0
3384,07-01-2023 05:24:28,Dr. Beverly Hofstadter,Sales,Slack,5,50.0
3385,29-06-2022 06:36:01,Sheldon Cooper,Tech,Slack,3,30.0
3386,19-09-2022 05:59:56,Barry Kripke,Customer Success,Discord,5,5.0
3387,21-05-2022 00:17:24,Sheldon Cooper,Tech,Appolo,2,34.0
3388,08-09-2022 22:44:53,Dr. Beverly Hofstadter,Sales,Apple,5,100.0
3389,22-09-2022 06:09:10,Barry Kripke,Customer Success,Notion,2,14.0
3390,03-08-2022 14:09:26,Rostenkowski,Tech,Height,5,15.0
3391,12-07-2022 15:29:15,Dr. V.M. Koothrappali,Marketting,Zapier,5,20.0
3392,06-04-2023 05:24:10,Bert Kibbler,Customer Success,Sentry,2,10.0
3393,17-07-2022 22:56:56,Emily Sweeney,HR,Appolo,2,34.0
3394,08-03-2023 03:23:24,Rostenkowski,Tech,Google,5,10.0
3395,22-02-2023 06:32:47,Bert Kibbler,Customer Success,Fullstory,2,22.0
3396,17-09-2022 11:21:41,Emily Sweeney,HR,Google,3,6.0
3397,24-09-2022 08:38:32,Dr. Beverly Hofstadter,Sales,Sentry,3,15.0
3398,15-05-2022 08:42:48,Leslie Winkle,Tech,Slack,2,20.0
3399,17-03-2023 00:16:23,Barry Kripke,Customer Success,Figma,3,42.0
3400,09-07-2022 13:46:07,Dr. Beverly Hofstadter,Sales,Zapier,5,20.0
3401,13-11-2022 15:00:58,Bert Kibbler,Customer Success,Google,2,4.0
3402,06-09-2022 06:55:17,Sheldon Cooper,Tech,Fullstory,3,33.0
3403,01-11-2022 00:08:48,Wil Wheaton,Marketting,Appolo,2,34.0
3404,06-11-2022 16:06:00,Emily Sweeney,HR,Zapier,2,8.0
3405,13-03-2023 03:50:57,Leonard Hofstadter,Tech,Fullstory,3,33.0
3406,24-06-2022 12:54:07,Bert Kibbler,Customer Success,Sentry,2,10.0
3407,28-05-2022 18:06:29,Emily Sweeney,HR,Zoho Crm,2,36.0
3408,20-12-2022 01:48:18,Dr. Beverly Hofstadter,Sales,Discord,4,4.0
3409,25-10-2022 03:31:02,Denise,HR,Apple,3,60.0
3410,10-10-2022 12:15:02,Amy Farrah Fowler,Tech,Teams,1,5.0
3411,28-10-2022 01:43:51,Wil Wheaton,Marketting,Appolo,4,68.0
3412,26-02-2023 21:06:39,Leslie Winkle,Tech,Figma,5,70.0
3413,28-02-2023 16:44:42,Leslie Winkle,Tech,Outplay,3,36.0
3414,24-04-2023 03:09:41,Bert Kibbler,Customer Success,Figma,5,70.0
3415,09-06-2022 15:30:41,Sheldon Cooper,Tech,Discord,1,1.0
3416,01-03-2023 01:20:33,Emily Sweeney,HR,Apple,1,20.0
3417,11-10-2022 11:10:50,Wil Wheaton,Marketting,Slack,1,10.0
3418,13-12-2022 22:10:23,Priya Koothrappali,Sales,Github,3,12.0
3419,22-12-2022 00:52:40,Amy Farrah Fowler,Tech,Circleci,5,45.0
3420,17-04-2023 11:22:38,Rostenkowski,Tech,Sentry,2,10.0
3421,16-02-2023 05:32:29,Barry Kripke,Customer Success,Slack,4,40.0
3422,27-12-2022 09:24:37,Barry Kripke,Customer Success,Outplay,2,24.0
3423,29-09-2022 05:02:05,Denise,HR,Google,1,2.0
3424,26-01-2023 17:50:13,Emily Sweeney,HR,Apple,2,40.0
3425,03-08-2022 16:47:04,Dr. V.M. Koothrappali,Marketting,Outplay,4,48.0
3426,15-12-2022 14:04:52,Leslie Winkle,Tech,Apple,3,60.0
3427,19-05-2022 06:35:08,Dr. Beverly Hofstadter,Sales,Teams,1,5.0
3428,14-11-2022 19:37:40,Leonard Hofstadter,Tech,Outplay,5,60.0
3429,20-11-2022 14:56:14,Leonard Hofstadter,Tech,Circleci,2,18.0
3430,22-09-2022 15:18:54,Sheldon Cooper,Tech,Notion,3,21.0
3431,03-09-2022 18:37:59,Emily Sweeney,HR,Zapier,5,20.0
3432,28-07-2022 21:12:22,Rostenkowski,Tech,Zoho Crm,3,54.0
3433,26-10-2022 22:10:47,Emily Sweeney,HR,Slack,2,20.0
3434,14-05-2022 07:23:20,Priya Koothrappali,Sales,Google,5,10.0
3435,20-08-2022 10:52:39,Rostenkowski,Tech,Height,5,15.0
3436,28-03-2023 19:42:34,Amy Farrah Fowler,Tech,Teams,4,20.0
3437,01-06-2022 12:04:22,Wil Wheaton,Marketting,Circleci,1,9.0
3438,03-12-2022 20:55:30,Rostenkowski,Tech,Apple,2,40.0
3439,22-02-2023 18:34:24,Dr. V.M. Koothrappali,Marketting,Zapier,4,16.0
3440,02-01-2023 11:29:17,Emily Sweeney,HR,Outplay,3,36.0
3441,12-09-2022 01:34:54,Barry Kripke,Customer Success,Teams,2,10.0
3442,01-02-2023 18:24:25,Barry Kripke,Customer Success,Figma,1,14.0
3443,04-12-2022 08:05:32,Barry Kripke,Customer Success,Circleci,2,18.0
3444,21-05-2022 19:05:28,Sheldon Cooper,Tech,Notion,2,14.0
3445,21-11-2022 14:48:42,Sheldon Cooper,Tech,Fullstory,3,33.0
3446,07-02-2023 14:22:45,Leslie Winkle,Tech,Discord,1,1.0
3447,26-06-2022 18:30:47,Wil Wheaton,Marketting,Height,1,3.0
3448,23-07-2022 03:26:47,Sheldon Cooper,Tech,Fullstory,3,33.0
3449,06-05-2023 18:19:55,Rostenkowski,Tech,Google,2,4.0
3450,24-08-2022 23:11:06,Rostenkowski,Tech,Notion,3,21.0
3451,28-09-2022 08:42:03,Amy Farrah Fowler,Tech,Figma,5,70.0
3452,02-04-2023 11:57:34,Sheldon Cooper,Tech,Figma,4,56.0
3453,22-01-2023 05:36:28,Bert Kibbler,Customer Success,Figma,1,14.0
3454,31-07-2022 04:41:52,Bert Kibbler,Customer Success,Slack,4,40.0
3455,14-08-2022 10:47:42,Leslie Winkle,Tech,Fullstory,3,33.0
3456,26-06-2022 00:45:16,Leslie Winkle,Tech,Zapier,1,4.0
3457,27-08-2022 09:21:54,Emily Sweeney,HR,Apple,2,40.0
3458,26-05-2022 08:22:13,Wil Wheaton,Marketting,Appolo,1,17.0
3459,26-07-2022 03:17:28,Dr. V.M. Koothrappali,Marketting,Zapier,3,12.0
3460,21-08-2022 04:33:36,Denise,HR,Outplay,4,48.0
3461,23-10-2022 17:09:20,Priya Koothrappali,Sales,Figma,2,28.0
3462,04-07-2022 12:11:15,Leonard Hofstadter,Tech,Sentry,1,5.0
3463,13-06-2022 11:59:24,Barry Kripke,Customer Success,Teams,3,15.0
3464,01-12-2022 10:22:13,Wil Wheaton,Marketting,Github,2,8.0
3465,08-08-2022 21:47:35,Amy Farrah Fowler,Tech,Notion,3,21.0
3466,04-05-2023 19:47:27,Dr. Beverly Hofstadter,Sales,Outplay,4,48.0
3467,07-09-2022 14:31:53,Barry Kripke,Customer Success,Notion,1,7.0
3468,07-02-2023 04:19:37,Denise,HR,Apple,5,100.0
3469,14-08-2022 21:56:40,Wil Wheaton,Marketting,Google,1,2.0
3470,12-05-2022 19:31:45,Barry Kripke,Customer Success,Appolo,5,85.0
3471,22-01-2023 16:45:24,Dr. V.M. Koothrappali,Marketting,Circleci,2,18.0
3472,26-04-2023 02:22:59,Rostenkowski,Tech,Notion,3,21.0
3473,15-02-2023 23:42:19,Bert Kibbler,Customer Success,Google,2,4.0
3474,16-01-2023 17:56:13,Denise,HR,Height,2,6.0
3475,05-07-2022 13:31:48,Denise,HR,Height,2,6.0
3476,26-03-2023 05:17:31,Denise,HR,Appolo,5,85.0
3477,10-02-2023 23:34:03,Wil Wheaton,Marketting,Circleci,5,45.0
